freq_Hz,h_c_instrument_only,h_c_instrument_plus_confusion
7.36094320e-02,9.47987766e-21,9.47987805e-21
7.40345971e-02,9.55661033e-21,9.55661071e-21
7.44622179e-02,9.63402147e-21,9.63402186e-21
7.48923087e-02,9.71211698e-21,9.71211737e-21
7.53248836e-02,9.79090281e-21,9.79090319e-21
7.57599571e-02,9.87038493e-21,9.87038532e-21
7.61975435e-02,9.95056940e-21,9.95056979e-21
7.66376574e-02,1.00314623e-20,1.00314627e-20
7.70803134e-02,1.01130698e-20,1.01130702e-20
7.75255261e-02,1.01953981e-20,1.01953985e-20
7.79733104e-02,1.02784534e-20,1.02784538e-20
7.84236811e-02,1.03622421e-20,1.03622425e-20
7.88766531e-02,1.04467705e-20,1.04467709e-20
7.93322414e-02,1.05320451e-20,1.05320454e-20
7.97904612e-02,1.06180722e-20,1.06180726e-20
8.02513277e-02,1.07048585e-20,1.07048588e-20
8.07148561e-02,1.07924104e-20,1.07924108e-20
8.11810618e-02,1.08807348e-20,1.08807352e-20
8.16499603e-02,1.09698382e-20,1.09698385e-20
8.21215672e-02,1.10597274e-20,1.10597277e-20
8.25958980e-02,1.11504092e-20,1.11504096e-20
8.30729685e-02,1.12418905e-20,1.12418909e-20
8.35527946e-02,1.13341783e-20,1.13341786e-20
8.40353922e-02,1.14272794e-20,1.14272798e-20
8.45207772e-02,1.15212011e-20,1.15212014e-20
8.50089657e-02,1.16159503e-20,1.16159507e-20
8.54999741e-02,1.17115343e-20,1.17115347e-20
8.59938184e-02,1.18079603e-20,1.18079606e-20
8.64905152e-02,1.19052356e-20,1.19052359e-20
8.69900809e-02,1.20033675e-20,1.20033679e-20
8.74925321e-02,1.21023635e-20,1.21023639e-20
8.79978854e-02,1.22022311e-20,1.22022315e-20
8.85061576e-02,1.23029779e-20,1.23029782e-20
8.90173656e-02,1.24046113e-20,1.24046117e-20
8.95315262e-02,1.25071392e-20,1.25071396e-20
9.00486567e-02,1.26105693e-20,1.26105697e-20
9.05687741e-02,1.27149094e-20,1.27149098e-20
9.10918956e-02,1.28201674e-20,1.28201677e-20
9.16180387e-02,1.29263512e-20,1.29263516e-20
9.21472208e-02,1.30334689e-20,1.30334692e-20
9.26794594e-02,1.31415285e-20,1.31415289e-20
9.32147722e-02,1.32505383e-20,1.32505386e-20
9.37531769e-02,1.33605064e-20,1.33605067e-20
9.42946914e-02,1.34714412e-20,1.34714415e-20
9.48393337e-02,1.35833509e-20,1.35833513e-20
9.53871219e-02,1.36962442e-20,1.36962446e-20
9.59380740e-02,1.38101295e-20,1.38101298e-20
9.64922084e-02,1.39250154e-20,1.39250157e-20
9.70495435e-02,1.40409105e-20,1.40409108e-20
9.76100977e-02,1.41578236e-20,1.41578240e-20
9.81738896e-02,1.42757636e-20,1.42757639e-20
9.87409380e-02,1.43947393e-20,1.43947396e-20
9.93112617e-02,1.45147596e-20,1.45147600e-20
9.98848795e-02,1.46358338e-20,1.46358341e-20
1.00461810e-01,1.47579708e-20,1.47579711e-20
1.01042074e-01,1.48811798e-20,1.48811802e-20
1.01625689e-01,1.50054703e-20,1.50054706e-20
1.02212675e-01,1.51308515e-20,1.51308518e-20
1.02803051e-01,1.52573329e-20,1.52573332e-20
1.03396837e-01,1.53849239e-20,1.53849243e-20
1.03994053e-01,1.55136344e-20,1.55136347e-20
1.04594718e-01,1.56434738e-20,1.56434741e-20
1.05198853e-01,1.57744521e-20,1.57744524e-20
1.05806477e-01,1.59065790e-20,1.59065793e-20
1.06417611e-01,1.60398645e-20,1.60398649e-20
1.07032275e-01,1.61743187e-20,1.61743190e-20
1.07650489e-01,1.63099517e-20,1.63099520e-20
1.08272274e-01,1.64467737e-20,1.64467740e-20
1.08897650e-01,1.65847949e-20,1.65847952e-20
1.09526639e-01,1.67240259e-20,1.67240262e-20
1.10159260e-01,1.68644769e-20,1.68644773e-20
1.10795536e-01,1.70061588e-20,1.70061591e-20
1.11435486e-01,1.71490820e-20,1.71490823e-20
1.12079133e-01,1.72932573e-20,1.72932576e-20
1.12726497e-01,1.74386956e-20,1.74386960e-20
1.13377601e-01,1.75854079e-20,1.75854082e-20
1.14032465e-01,1.77334051e-20,1.77334054e-20
1.14691112e-01,1.78826984e-20,1.78826987e-20
1.15353564e-01,1.80332990e-20,1.80332994e-20
1.16019841e-01,1.81852183e-20,1.81852186e-20
1.16689967e-01,1.83384676e-20,1.83384680e-20
1.17363963e-01,1.84930586e-20,1.84930589e-20
1.18041853e-01,1.86490027e-20,1.86490030e-20
1.18723658e-01,1.88063117e-20,1.88063120e-20
1.19409401e-01,1.89649975e-20,1.89649978e-20
1.20099105e-01,1.91250720e-20,1.91250723e-20
1.20792792e-01,1.92865472e-20,1.92865475e-20
1.21490486e-01,1.94494352e-20,1.94494355e-20
1.22192211e-01,1.96137483e-20,1.96137486e-20
1.22897988e-01,1.97794988e-20,1.97794991e-20
1.23607842e-01,1.99466992e-20,1.99466995e-20
1.24321795e-01,2.01153620e-20,2.01153623e-20
1.25039873e-01,2.02855000e-20,2.02855003e-20
1.25762098e-01,2.04571258e-20,2.04571261e-20
1.26488495e-01,2.06302523e-20,2.06302526e-20
1.27219087e-01,2.08048927e-20,2.08048930e-20
1.27953900e-01,2.09810599e-20,2.09810602e-20
1.28692956e-01,2.11587672e-20,2.11587675e-20
1.29436282e-01,2.13380280e-20,2.13380283e-20
1.30183900e-01,2.15188556e-20,2.15188559e-20
1.30935837e-01,2.17012638e-20,2.17012641e-20
1.31692117e-01,2.18852661e-20,2.18852664e-20
1.32452766e-01,2.20708764e-20,2.20708767e-20
1.33217807e-01,2.22581087e-20,2.22581090e-20
1.33987268e-01,2.24469768e-20,2.24469771e-20
1.34761173e-01,2.26374952e-20,2.26374955e-20
1.35539548e-01,2.28296779e-20,2.28296782e-20
1.36322419e-01,2.30235395e-20,2.30235398e-20
1.37109812e-01,2.32190945e-20,2.32190948e-20
1.37901752e-01,2.34163576e-20,2.34163579e-20
1.38698267e-01,2.36153435e-20,2.36153438e-20
1.39499383e-01,2.38160672e-20,2.38160675e-20
1.40305126e-01,2.40185437e-20,2.40185440e-20
1.41115522e-01,2.42227883e-20,2.42227886e-20
1.41930600e-01,2.44288162e-20,2.44288165e-20
1.42750385e-01,2.46366430e-20,2.46366432e-20
1.43574906e-01,2.48462841e-20,2.48462843e-20
1.44404188e-01,2.50577553e-20,2.50577555e-20
1.45238261e-01,2.52710724e-20,2.52710727e-20
1.46077151e-01,2.54862515e-20,2.54862518e-20
1.46920887e-01,2.57033087e-20,2.57033090e-20
1.47769496e-01,2.59222603e-20,2.59222606e-20
1.48623007e-01,2.61431226e-20,2.61431229e-20
1.49481447e-01,2.63659123e-20,2.63659125e-20
1.50344846e-01,2.65906459e-20,2.65906462e-20
1.51213232e-01,2.68173405e-20,2.68173407e-20
1.52086633e-01,2.70460128e-20,2.70460131e-20
1.52965079e-01,2.72766802e-20,2.72766805e-20
1.53848599e-01,2.75093599e-20,2.75093602e-20
1.54737223e-01,2.77440693e-20,2.77440696e-20
1.55630979e-01,2.79808260e-20,2.79808263e-20
1.56529897e-01,2.82196477e-20,2.82196480e-20
1.57434007e-01,2.84605524e-20,2.84605527e-20
1.58343339e-01,2.87035581e-20,2.87035583e-20
1.59257924e-01,2.89486829e-20,2.89486832e-20
1.60177791e-01,2.91959453e-20,2.91959456e-20
1.61102972e-01,2.94453638e-20,2.94453641e-20
1.62033496e-01,2.96969571e-20,2.96969573e-20
1.62969395e-01,2.99507439e-20,2.99507442e-20
1.63910699e-01,3.02067434e-20,3.02067437e-20
1.64857441e-01,3.04649747e-20,3.04649749e-20
1.65809651e-01,3.07254571e-20,3.07254573e-20
1.66767361e-01,3.09882101e-20,3.09882104e-20
1.67730602e-01,3.12532535e-20,3.12532537e-20
1.68699407e-01,3.15206070e-20,3.15206073e-20
1.69673808e-01,3.17902907e-20,3.17902910e-20
1.70653837e-01,3.20623248e-20,3.20623251e-20
1.71639527e-01,3.23367296e-20,3.23367299e-20
1.72630910e-01,3.26135257e-20,3.26135260e-20
1.73628019e-01,3.28927339e-20,3.28927342e-20
1.74630887e-01,3.31743750e-20,3.31743752e-20
1.75639548e-01,3.34584700e-20,3.34584703e-20
1.76654035e-01,3.37450404e-20,3.37450406e-20
1.77674382e-01,3.40341074e-20,3.40341077e-20
1.78700622e-01,3.43256929e-20,3.43256931e-20
1.79732789e-01,3.46198185e-20,3.46198188e-20
1.80770918e-01,3.49165064e-20,3.49165066e-20
1.81815044e-01,3.52157786e-20,3.52157789e-20
1.82865200e-01,3.55176577e-20,3.55176579e-20
1.83921422e-01,3.58221662e-20,3.58221664e-20
1.84983745e-01,3.61293268e-20,3.61293271e-20
1.86052203e-01,3.64391627e-20,3.64391630e-20
1.87126833e-01,3.67516969e-20,3.67516972e-20
1.88207670e-01,3.70669529e-20,3.70669532e-20
1.89294750e-01,3.73849543e-20,3.73849545e-20
1.90388109e-01,3.77057248e-20,3.77057250e-20
1.91487783e-01,3.80292884e-20,3.80292887e-20
1.92593808e-01,3.83556694e-20,3.83556697e-20
1.93706222e-01,3.86848922e-20,3.86848925e-20
1.94825062e-01,3.90169814e-20,3.90169817e-20
1.95950363e-01,3.93519619e-20,3.93519621e-20
1.97082165e-01,3.96898587e-20,3.96898589e-20
1.98220503e-01,4.00306971e-20,4.00306973e-20
1.99365417e-01,4.03745026e-20,4.03745028e-20
2.00516943e-01,4.07213009e-20,4.07213011e-20
2.01675121e-01,4.10711179e-20,4.10711182e-20
2.02839988e-01,4.14239800e-20,4.14239802e-20
2.04011584e-01,4.17799133e-20,4.17799135e-20
2.05189946e-01,4.21389446e-20,4.21389448e-20
2.06375115e-01,4.25011007e-20,4.25011009e-20
2.07567129e-01,4.28664087e-20,4.28664089e-20
2.08766029e-01,4.32348959e-20,4.32348961e-20
2.09971853e-01,4.36065898e-20,4.36065901e-20
2.11184642e-01,4.39815184e-20,4.39815186e-20
2.12404436e-01,4.43597096e-20,4.43597098e-20
2.13631275e-01,4.47411917e-20,4.47411919e-20
2.14865201e-01,4.51259932e-20,4.51259934e-20
2.16106253e-01,4.55141429e-20,4.55141431e-20
2.17354474e-01,4.59056699e-20,4.59056701e-20
2.18609905e-01,4.63006033e-20,4.63006036e-20
2.19872587e-01,4.66989729e-20,4.66989731e-20
2.21142562e-01,4.71008082e-20,4.71008084e-20
2.22419872e-01,4.75061395e-20,4.75061397e-20
2.23704560e-01,4.79149969e-20,4.79149971e-20
2.24996669e-01,4.83274111e-20,4.83274113e-20
2.26296240e-01,4.87434129e-20,4.87434131e-20
2.27603318e-01,4.91630334e-20,4.91630336e-20
2.28917946e-01,4.95863040e-20,4.95863042e-20
2.30240166e-01,5.00132563e-20,5.00132565e-20
2.31570024e-01,5.04439222e-20,5.04439224e-20
2.32907563e-01,5.08783340e-20,5.08783342e-20
2.34252828e-01,5.13165241e-20,5.13165243e-20
2.35605863e-01,5.17585253e-20,5.17585255e-20
2.36966713e-01,5.22043706e-20,5.22043708e-20
2.38335423e-01,5.26540933e-20,5.26540936e-20
2.39712038e-01,5.31077272e-20,5.31077274e-20
2.41096605e-01,5.35653060e-20,5.35653062e-20
2.42489170e-01,5.40268640e-20,5.40268642e-20
2.43889777e-01,5.44924356e-20,5.44924359e-20
2.45298475e-01,5.49620558e-20,5.49620560e-20
2.46715309e-01,5.54357596e-20,5.54357598e-20
2.48140326e-01,5.59135823e-20,5.59135826e-20
2.49573575e-01,5.63955598e-20,5.63955600e-20
2.51015101e-01,5.68817280e-20,5.68817283e-20
2.52464954e-01,5.73721233e-20,5.73721235e-20
2.53923182e-01,5.78667824e-20,5.78667826e-20
2.55389832e-01,5.83657421e-20,5.83657423e-20
2.56864953e-01,5.88690398e-20,5.88690400e-20
2.58348594e-01,5.93767131e-20,5.93767133e-20
2.59840805e-01,5.98888000e-20,5.98888002e-20
2.61341635e-01,6.04053387e-20,6.04053389e-20
2.62851134e-01,6.09263678e-20,6.09263681e-20
2.64369351e-01,6.14519263e-20,6.14519265e-20
2.65896338e-01,6.19820534e-20,6.19820537e-20
2.67432144e-01,6.25167888e-20,6.25167890e-20
2.68976822e-01,6.30561724e-20,6.30561726e-20
2.70530421e-01,6.36002445e-20,6.36002448e-20
2.72092994e-01,6.41490458e-20,6.41490461e-20
2.73664592e-01,6.47026173e-20,6.47026175e-20
2.75245267e-01,6.52610004e-20,6.52610006e-20
2.76835073e-01,6.58242367e-20,6.58242369e-20
2.78434061e-01,6.63923684e-20,6.63923686e-20
2.80042284e-01,6.69654379e-20,6.69654381e-20
2.81659797e-01,6.75434881e-20,6.75434883e-20
2.83286653e-01,6.81265620e-20,6.81265623e-20
2.84922905e-01,6.87147034e-20,6.87147036e-20
2.86568608e-01,6.93079561e-20,6.93079563e-20
2.88223817e-01,6.99063645e-20,6.99063647e-20
2.89888586e-01,7.05099733e-20,7.05099735e-20
2.91562970e-01,7.11188275e-20,7.11188277e-20
2.93247026e-01,7.17329727e-20,7.17329729e-20
2.94940809e-01,7.23524548e-20,7.23524550e-20
2.96644375e-01,7.29773200e-20,7.29773202e-20
2.98357781e-01,7.36076150e-20,7.36076152e-20
3.00081084e-01,7.42433869e-20,7.42433871e-20
3.01814340e-01,7.48846833e-20,7.48846835e-20
3.03557607e-01,7.55315519e-20,7.55315521e-20
3.05310943e-01,7.61840412e-20,7.61840414e-20
3.07074407e-01,7.68421999e-20,7.68422001e-20
3.08848056e-01,7.75060771e-20,7.75060773e-20
3.10631950e-01,7.81757225e-20,7.81757227e-20
3.12426148e-01,7.88511860e-20,7.88511862e-20
3.14230708e-01,7.95325182e-20,7.95325184e-20
3.16045692e-01,8.02197700e-20,8.02197702e-20
3.17871159e-01,8.09129926e-20,8.09129928e-20
3.19707170e-01,8.16122378e-20,8.16122380e-20
3.21553786e-01,8.23175580e-20,8.23175581e-20
3.23411067e-01,8.30290057e-20,8.30290059e-20
3.25279076e-01,8.37466341e-20,8.37466343e-20
3.27157875e-01,8.44704969e-20,8.44704971e-20
3.29047526e-01,8.52006480e-20,8.52006482e-20
3.30948091e-01,8.59371421e-20,8.59371423e-20
3.32859633e-01,8.66800342e-20,8.66800344e-20
3.34782217e-01,8.74293797e-20,8.74293799e-20
3.36715906e-01,8.81852346e-20,8.81852348e-20
3.38660763e-01,8.89476553e-20,8.89476555e-20
3.40616854e-01,8.97166989e-20,8.97166991e-20
3.42584243e-01,9.04924228e-20,9.04924229e-20
3.44562995e-01,9.12748848e-20,9.12748850e-20
3.46553177e-01,9.20641435e-20,9.20641437e-20
3.48554854e-01,9.28602577e-20,9.28602579e-20
3.50568093e-01,9.36632870e-20,9.36632872e-20
3.52592960e-01,9.44732914e-20,9.44732916e-20
3.54629523e-01,9.52903312e-20,9.52903314e-20
3.56677848e-01,9.61144677e-20,9.61144678e-20
3.58738005e-01,9.69457622e-20,9.69457624e-20
3.60810061e-01,9.77842769e-20,9.77842770e-20
3.62894085e-01,9.86300744e-20,9.86300746e-20
3.64990147e-01,9.94832179e-20,9.94832180e-20
3.67098315e-01,1.00343771e-19,1.00343771e-19
3.69218660e-01,1.01211798e-19,1.01211798e-19
3.71351252e-01,1.02087364e-19,1.02087364e-19
3.73496162e-01,1.02970534e-19,1.02970534e-19
3.75653460e-01,1.03861375e-19,1.03861375e-19
3.77823219e-01,1.04759951e-19,1.04759952e-19
3.80005511e-01,1.05666332e-19,1.05666332e-19
3.82200407e-01,1.06580584e-19,1.06580584e-19
3.84407981e-01,1.07502776e-19,1.07502776e-19
3.86628306e-01,1.08432977e-19,1.08432977e-19
3.88861456e-01,1.09371255e-19,1.09371255e-19
3.91107503e-01,1.10317682e-19,1.10317682e-19
3.93366525e-01,1.11272328e-19,1.11272328e-19
3.95638594e-01,1.12235263e-19,1.12235263e-19
3.97923786e-01,1.13206561e-19,1.13206561e-19
4.00222178e-01,1.14186293e-19,1.14186293e-19
4.02533845e-01,1.15174533e-19,1.15174533e-19
4.04858864e-01,1.16171354e-19,1.16171355e-19
4.07197312e-01,1.17176832e-19,1.17176832e-19
4.09549267e-01,1.18191040e-19,1.18191040e-19
4.11914807e-01,1.19214055e-19,1.19214056e-19
4.14294010e-01,1.20245954e-19,1.20245954e-19
4.16686955e-01,1.21286812e-19,1.21286813e-19
4.19093722e-01,1.22336709e-19,1.22336709e-19
4.21514391e-01,1.23395722e-19,1.23395722e-19
4.23949041e-01,1.24463930e-19,1.24463930e-19
4.26397753e-01,1.25541413e-19,1.25541413e-19
4.28860609e-01,1.26628252e-19,1.26628252e-19
4.31337691e-01,1.27724528e-19,1.27724528e-19
4.33829079e-01,1.28830323e-19,1.28830323e-19
4.36334859e-01,1.29945718e-19,1.29945718e-19
4.38855111e-01,1.31070798e-19,1.31070799e-19
4.41389920e-01,1.32205647e-19,1.32205647e-19
4.43939370e-01,1.33350349e-19,1.33350349e-19
4.46503546e-01,1.34504990e-19,1.34504990e-19
4.49082532e-01,1.35669655e-19,1.35669655e-19
4.51676415e-01,1.36844433e-19,1.36844433e-19
4.54285280e-01,1.38029410e-19,1.38029410e-19
4.56909213e-01,1.39224675e-19,1.39224675e-19
4.59548302e-01,1.40430317e-19,1.40430317e-19
4.62202634e-01,1.41646427e-19,1.41646427e-19
4.64872298e-01,1.42873095e-19,1.42873095e-19
4.67557381e-01,1.44110413e-19,1.44110413e-19
4.70257974e-01,1.45358473e-19,1.45358473e-19
4.72974165e-01,1.46617368e-19,1.46617368e-19
4.75706044e-01,1.47887192e-19,1.47887192e-19
4.78453703e-01,1.49168041e-19,1.49168041e-19
4.81217232e-01,1.50460009e-19,1.50460009e-19
4.83996723e-01,1.51763193e-19,1.51763194e-19
4.86792268e-01,1.53077691e-19,1.53077692e-19
4.89603961e-01,1.54403601e-19,1.54403601e-19
4.92431893e-01,1.55741021e-19,1.55741021e-19
4.95276160e-01,1.57090052e-19,1.57090052e-19
4.98136855e-01,1.58450794e-19,1.58450794e-19
5.01014073e-01,1.59823349e-19,1.59823349e-19
5.03907910e-01,1.61207819e-19,1.61207819e-19
5.06818461e-01,1.62604307e-19,1.62604308e-19
5.09745824e-01,1.64012919e-19,1.64012919e-19
5.12690095e-01,1.65433759e-19,1.65433759e-19
5.15651373e-01,1.66866932e-19,1.66866933e-19
5.18629754e-01,1.68312547e-19,1.68312548e-19
5.21625338e-01,1.69770711e-19,1.69770712e-19
5.24638225e-01,1.71241533e-19,1.71241534e-19
5.27668514e-01,1.72725123e-19,1.72725123e-19
5.30716306e-01,1.74221591e-19,1.74221591e-19
5.33781702e-01,1.75731050e-19,1.75731050e-19
5.36864803e-01,1.77253611e-19,1.77253611e-19
5.39965712e-01,1.78789389e-19,1.78789389e-19
5.43084532e-01,1.80338498e-19,1.80338498e-19
5.46221366e-01,1.81901054e-19,1.81901054e-19
5.49376319e-01,1.83477174e-19,1.83477174e-19
5.52549494e-01,1.85066975e-19,1.85066975e-19
5.55740997e-01,1.86670575e-19,1.86670576e-19
5.58950935e-01,1.88288096e-19,1.88288096e-19
5.62179413e-01,1.89919656e-19,1.89919657e-19
5.65426538e-01,1.91565379e-19,1.91565380e-19
5.68692419e-01,1.93225387e-19,1.93225387e-19
5.71977163e-01,1.94899804e-19,1.94899804e-19
5.75280880e-01,1.96588755e-19,1.96588755e-19
5.78603679e-01,1.98292366e-19,1.98292366e-19
5.81945670e-01,2.00010764e-19,2.00010764e-19
5.85306965e-01,2.01744078e-19,2.01744078e-19
5.88687674e-01,2.03492436e-19,2.03492437e-19
5.92087910e-01,2.05255970e-19,2.05255971e-19
5.95507786e-01,2.07034811e-19,2.07034812e-19
5.98947414e-01,2.08829092e-19,2.08829093e-19
6.02406910e-01,2.10638947e-19,2.10638947e-19
6.05886388e-01,2.12464511e-19,2.12464511e-19
6.09385963e-01,2.14305920e-19,2.14305920e-19
6.12905752e-01,2.16163312e-19,2.16163312e-19
6.16445870e-01,2.18036824e-19,2.18036825e-19
6.20006437e-01,2.19926599e-19,2.19926599e-19
6.23587568e-01,2.21832775e-19,2.21832775e-19
6.27189385e-01,2.23755496e-19,2.23755496e-19
6.30812005e-01,2.25694905e-19,2.25694905e-19
6.34455550e-01,2.27651147e-19,2.27651147e-19
6.38120139e-01,2.29624368e-19,2.29624368e-19
6.41805895e-01,2.31614715e-19,2.31614715e-19
6.45512940e-01,2.33622337e-19,2.33622337e-19
6.49241396e-01,2.35647383e-19,2.35647383e-19
6.52991388e-01,2.37690005e-19,2.37690006e-19
6.56763040e-01,2.39750356e-19,2.39750356e-19
6.60556476e-01,2.41828589e-19,2.41828589e-19
6.64371824e-01,2.43924859e-19,2.43924859e-19
6.68209208e-01,2.46039322e-19,2.46039322e-19
6.72068758e-01,2.48172137e-19,2.48172138e-19
6.75950599e-01,2.50323463e-19,2.50323464e-19
6.79854863e-01,2.52493461e-19,2.52493461e-19
6.83781677e-01,2.54682291e-19,2.54682292e-19
6.87731172e-01,2.56890119e-19,2.56890119e-19
6.91703479e-01,2.59117108e-19,2.59117108e-19
6.95698730e-01,2.61363425e-19,2.61363425e-19
6.99717058e-01,2.63629237e-19,2.63629237e-19
7.03758595e-01,2.65914714e-19,2.65914714e-19
7.07823476e-01,2.68220026e-19,2.68220026e-19
7.11911835e-01,2.70545345e-19,2.70545345e-19
7.16023809e-01,2.72890845e-19,2.72890845e-19
7.20159534e-01,2.75256701e-19,2.75256702e-19
7.24319146e-01,2.77643090e-19,2.77643090e-19
7.28502784e-01,2.80050189e-19,2.80050190e-19
7.32710586e-01,2.82478179e-19,2.82478179e-19
7.36942693e-01,2.84927241e-19,2.84927241e-19
7.41199244e-01,2.87397556e-19,2.87397556e-19
7.45480380e-01,2.89889311e-19,2.89889311e-19
7.49786245e-01,2.92402690e-19,2.92402690e-19
7.54116980e-01,2.94937882e-19,2.94937882e-19
7.58472728e-01,2.97495076e-19,2.97495076e-19
7.62853636e-01,3.00074462e-19,3.00074462e-19
7.67259848e-01,3.02676233e-19,3.02676233e-19
7.71691509e-01,3.05300583e-19,3.05300583e-19
7.76148768e-01,3.07947709e-19,3.07947709e-19
7.80631772e-01,3.10617807e-19,3.10617807e-19
7.85140669e-01,3.13311077e-19,3.13311078e-19
7.89675610e-01,3.16027721e-19,3.16027721e-19
7.94236744e-01,3.18767940e-19,3.18767941e-19
7.98824223e-01,3.21531940e-19,3.21531940e-19
8.03438199e-01,3.24319927e-19,3.24319927e-19
8.08078825e-01,3.27132108e-19,3.27132109e-19
8.12746256e-01,3.29968695e-19,3.29968695e-19
8.17440645e-01,3.32829897e-19,3.32829898e-19
8.22162149e-01,3.35715930e-19,3.35715930e-19
8.26910924e-01,3.38627009e-19,3.38627009e-19
8.31687128e-01,3.41563350e-19,3.41563350e-19
8.36490919e-01,3.44525173e-19,3.44525173e-19
8.41322457e-01,3.47512699e-19,3.47512699e-19
8.46181901e-01,3.50526151e-19,3.50526151e-19
8.51069413e-01,3.53565754e-19,3.53565754e-19
8.55985155e-01,3.56631735e-19,3.56631735e-19
8.60929291e-01,3.59724323e-19,3.59724323e-19
8.65901983e-01,3.62843748e-19,3.62843748e-19
8.70903398e-01,3.65990243e-19,3.65990244e-19
8.75933700e-01,3.69164044e-19,3.69164044e-19
8.80993058e-01,3.72365387e-19,3.72365387e-19
8.86081638e-01,3.75594511e-19,3.75594511e-19
8.91199609e-01,3.78851657e-19,3.78851658e-19
8.96347142e-01,3.82137069e-19,3.82137069e-19
9.01524407e-01,3.85450991e-19,3.85450991e-19
9.06731575e-01,3.88793670e-19,3.88793670e-19
9.11968820e-01,3.92165357e-19,3.92165358e-19
9.17236314e-01,3.95566303e-19,3.95566304e-19
9.22534234e-01,3.98996762e-19,3.98996762e-19
9.27862754e-01,4.02456990e-19,4.02456990e-19
9.33222052e-01,4.05947245e-19,4.05947245e-19
9.38612304e-01,4.09467787e-19,4.09467788e-19
9.44033691e-01,4.13018881e-19,4.13018881e-19
9.49486391e-01,4.16600789e-19,4.16600789e-19
9.54970586e-01,4.20213780e-19,4.20213781e-19
9.60486457e-01,4.23858124e-19,4.23858125e-19
9.66034188e-01,4.27534093e-19,4.27534093e-19
9.71613962e-01,4.31241960e-19,4.31241961e-19
9.77225965e-01,4.34982004e-19,4.34982004e-19
9.82870382e-01,4.38754502e-19,4.38754502e-19
9.88547401e-01,4.42559736e-19,4.42559736e-19
9.94257211e-01,4.46397991e-19,4.46397991e-19
1.00000000e+00,4.50269553e-19,4.50269553e-19
